,listing_id,lat,long,property_type,street_address,city,state,zip_code,square_feet,beds,full_baths,half_baths,garage,lot_size_sf,year_built,list_price,sold_price,list_date,sold_date,primary_phot_url,url_photo_1,url_photo_2,url_photo_3,url_photo_4,url_photo_5,median_price_per_sf
0,2928889278,42.745944,-73.7566,multi_family,1 Lindberg Dr,Latham,New York,12110,2104,4,2,,2.0,5663,1930,329900.0,329900,2021-05-04T14:40:02Z,2021-07-09,https://ap.rdcpix.com/a3614cefbd60b4a157092ba024dc4458l-m2572848616s-w1024_h768.jpg,https://ap.rdcpix.com/a3614cefbd60b4a157092ba024dc4458l-m2572848616s-w1024_h768.jpg,https://ap.rdcpix.com/a3614cefbd60b4a157092ba024dc4458l-m4121065227s-w1024_h768.jpg,https://ap.rdcpix.com/a3614cefbd60b4a157092ba024dc4458l-m1783675052s-w1024_h768.jpg,https://ap.rdcpix.com/a3614cefbd60b4a157092ba024dc4458l-m368459613s-w1024_h768.jpg,https://ap.rdcpix.com/a3614cefbd60b4a157092ba024dc4458l-m4262235659s-w1024_h768.jpg,156.79657794676805
1,,42.734655,-73.781383,multi_family,236 Old Nisk Rd,Colonie,New York,12205,2352,6,3,,,9148,1973,,345000,,2021-06-30,,,,,,,146.68367346938774
2,,42.802981,-73.775796,multi_family,31 Westchester Dr,Clifton Park,New York,12065,1479,3,1,1.0,,2614,1983,,240000,,2021-06-28,,,,,,,162.27180527383368
3,,42.80261,-73.776558,multi_family,6 Lexington Ct,Clifton Park,New York,12065,1479,3,1,1.0,,5227,1983,,230000,,2021-06-22,,,,,,,155.5104800540906
4,,42.723852,-73.773088,multi_family,7 Dorwood Dr,Albany,New York,12211,1873,3,2,,,8712,1951,,300000,,2021-06-16,,,,,,,160.1708489054992
5,2927367308,42.734663,-73.781199,multi_family,236 Old Niskayuna Rd,Latham,New York,12110,2352,6,2,,,9148,1973,325000.0,345000,2021-03-25T19:00:44Z,2021-06-01,https://ap.rdcpix.com/594eabe9ed1cc4d3a3b08ce8b3690261l-m340396631s-w1024_h768.jpg,https://ap.rdcpix.com/594eabe9ed1cc4d3a3b08ce8b3690261l-m340396631s-w1024_h768.jpg,https://ap.rdcpix.com/594eabe9ed1cc4d3a3b08ce8b3690261l-m3602492123s-w1024_h768.jpg,https://ap.rdcpix.com/594eabe9ed1cc4d3a3b08ce8b3690261l-m2027680628s-w1024_h768.jpg,https://ap.rdcpix.com/594eabe9ed1cc4d3a3b08ce8b3690261l-m422760668s-w1024_h768.jpg,https://ap.rdcpix.com/594eabe9ed1cc4d3a3b08ce8b3690261l-m1665182146s-w1024_h768.jpg,146.68367346938774
6,,42.751831,-73.727856,multi_family,62 Harvard Rd,Watervliet,New York,12189,1761,3,2,1.0,,2614,1995,,255000,,2021-05-28,,,,,,,144.80408858603067
7,2927190762,42.748281,-73.757389,multi_family,6 Marlyn Dr,Latham,New York,12110,1754,5,4,,,9148,1965,369700.0,369700,2021-03-19T20:27:08Z,2021-05-06,https://ap.rdcpix.com/77f4c966db79fb3f8253eb6c9bcfafc3l-m957551456s-w1024_h768.jpg,https://ap.rdcpix.com/77f4c966db79fb3f8253eb6c9bcfafc3l-m957551456s-w1024_h768.jpg,https://ap.rdcpix.com/77f4c966db79fb3f8253eb6c9bcfafc3l-m2020215511s-w1024_h768.jpg,https://ap.rdcpix.com/77f4c966db79fb3f8253eb6c9bcfafc3l-m2201121590s-w1024_h768.jpg,https://ap.rdcpix.com/77f4c966db79fb3f8253eb6c9bcfafc3l-m3713596140s-w1024_h768.jpg,https://ap.rdcpix.com/77f4c966db79fb3f8253eb6c9bcfafc3l-m1246264586s-w1024_h768.jpg,210.77537058152794
8,,42.734277,-73.781633,multi_family,8 Derry Ln # B,Latham,New York,12110,2172,4,3,,,17860,1973,,458500,,2021-05-03,,,,,,,211.09576427255985
9,2925532789,42.787035,-73.740687,multi_family,502 Old Loudon Rd,Latham,New York,12110,1554,3,1,1.0,2.0,23522,1940,289900.0,274000,2021-07-09T21:23:44Z,2021-04-28,https://ap.rdcpix.com/42407a6e4ad3f371cf2d6be2e5100482l-m1840681294s-w1024_h768.jpg,https://ap.rdcpix.com/42407a6e4ad3f371cf2d6be2e5100482l-m1840681294s-w1024_h768.jpg,https://ap.rdcpix.com/42407a6e4ad3f371cf2d6be2e5100482l-m181304540s-w1024_h768.jpg,https://ap.rdcpix.com/42407a6e4ad3f371cf2d6be2e5100482l-m390281615s-w1024_h768.jpg,https://ap.rdcpix.com/42407a6e4ad3f371cf2d6be2e5100482l-m3762997801s-w1024_h768.jpg,https://ap.rdcpix.com/42407a6e4ad3f371cf2d6be2e5100482l-m1200316074s-w1024_h768.jpg,176.3191763191763
10,,42.751148,-73.724791,multi_family,167 Harvard Rd,Watervliet,New York,12189,1524,2,2,1.0,,3049,1997,,285000,,2021-04-14,,,,,,,187.00787401574803
11,,42.751115,-73.724616,multi_family,169 Harvard Rd,Watervliet,New York,12189,1616,2,2,1.0,,6970,1997,,285000,,2021-04-14,,,,,,,176.36138613861385
12,,42.743775,-73.736943,multi_family,30 Surrey Hill Dr,Latham,New York,12110,1393,3,1,1.0,,3049,1987,,201500,,2021-03-22,,,,,,,144.65183058147883
