,listing_id,lat,long,property_type,street_address,city,state,zip_code,square_feet,beds,full_baths,half_baths,garage,lot_size_sf,year_built,list_price,sold_price,list_date,sold_date,primary_phot_url,url_photo_1,url_photo_2,url_photo_3,url_photo_4,url_photo_5
10,2930447227,42.727412,-73.692052,multi_family,110 2nd St,Troy,New York,12180,2766,6.0,4.0,,2.0,3049,1890,307500,307500,2021-06-12T01:05:39Z,2021-08-06,https://ap.rdcpix.com/115d09b3c386575f5abac03213cba9f7l-m3167610529s-w1024_h768.jpg,https://ap.rdcpix.com/115d09b3c386575f5abac03213cba9f7l-m3167610529s-w1024_h768.jpg,https://ap.rdcpix.com/115d09b3c386575f5abac03213cba9f7l-m256929019s-w1024_h768.jpg,https://ap.rdcpix.com/115d09b3c386575f5abac03213cba9f7l-m3484756935s-w1024_h768.jpg,https://ap.rdcpix.com/115d09b3c386575f5abac03213cba9f7l-m113823718s-w1024_h768.jpg,https://ap.rdcpix.com/115d09b3c386575f5abac03213cba9f7l-m303508125s-w1024_h768.jpg
11,2930411376,42.730049,-73.743222,single_family,2 Dan Del Dr,Latham,New York,12110,1412,2.0,1.0,,,16117,1950,250000,250000,2021-06-11T14:28:31Z,2021-08-06,https://ap.rdcpix.com/27f118314768075d762b44a21074fda1l-m1174886787s-w1024_h768.jpg,https://ap.rdcpix.com/27f118314768075d762b44a21074fda1l-m1174886787s-w1024_h768.jpg,https://ap.rdcpix.com/27f118314768075d762b44a21074fda1l-m923221986s-w1024_h768.jpg,https://ap.rdcpix.com/27f118314768075d762b44a21074fda1l-m2169462468s-w1024_h768.jpg,https://ap.rdcpix.com/27f118314768075d762b44a21074fda1l-m1972527347s-w1024_h768.jpg,https://ap.rdcpix.com/27f118314768075d762b44a21074fda1l-m1046885557s-w1024_h768.jpg
12,2929690409,42.717718,-73.710748,single_family,807 8th St,Watervliet,New York,12189,1280,3.0,2.0,1.0,1.0,7776,1923,139000,120000,2021-05-25T16:38:34Z,2021-08-06,https://ap.rdcpix.com/3d692c9384126d255682c6ccb66e8063l-m579703029s-w1024_h768.jpg,https://ap.rdcpix.com/3d692c9384126d255682c6ccb66e8063l-m579703029s-w1024_h768.jpg,https://ap.rdcpix.com/3d692c9384126d255682c6ccb66e8063l-m4022868019s-w1024_h768.jpg,https://ap.rdcpix.com/3d692c9384126d255682c6ccb66e8063l-m1637674686s-w1024_h768.jpg,https://ap.rdcpix.com/3d692c9384126d255682c6ccb66e8063l-m517456248s-w1024_h768.jpg,https://ap.rdcpix.com/3d692c9384126d255682c6ccb66e8063l-m2255288992s-w1024_h768.jpg
13,2929456684,42.79197,-73.745381,single_family,4 Wallbrook Ct,Cohoes,New York,12047,2063,3.0,2.0,,2.0,14810,2004,464800,430000,2021-05-20T03:35:42Z,2021-08-05,https://ap.rdcpix.com/c8960104262f272e64414ae425962093l-m1908343105s-w1024_h768.jpg,https://ap.rdcpix.com/c8960104262f272e64414ae425962093l-m1908343105s-w1024_h768.jpg,https://ap.rdcpix.com/c8960104262f272e64414ae425962093l-m2245833517s-w1024_h768.jpg,https://ap.rdcpix.com/c8960104262f272e64414ae425962093l-m2990577768s-w1024_h768.jpg,https://ap.rdcpix.com/c8960104262f272e64414ae425962093l-m2912243200s-w1024_h768.jpg,https://ap.rdcpix.com/c8960104262f272e64414ae425962093l-m1995857567s-w1024_h768.jpg
14,2932697983,42.728928,-73.702567,multi_family,1624 3rd Ave,Watervliet,New York,12189,2957,4.0,3.0,,2.0,4792,1880,185000,185000,2021-08-05T19:39:08Z,2021-08-05,https://ap.rdcpix.com/6777633841e7171eaa5138c82233f4f8l-m1915508792s-w1024_h768.jpg,https://ap.rdcpix.com/6777633841e7171eaa5138c82233f4f8l-m1915508792s-w1024_h768.jpg,,,,
15,2930113996,42.768848,-73.795968,single_family,32 Vandenburg Ln,Latham,New York,12110,2512,3.0,2.0,1.0,2.0,19166,1995,385000,405000,2021-06-04T03:13:57Z,2021-08-05,https://ap.rdcpix.com/d43b7a7439fc0ae97ca585d10107a339l-m4051509721s-w1024_h768.jpg,https://ap.rdcpix.com/d43b7a7439fc0ae97ca585d10107a339l-m4051509721s-w1024_h768.jpg,https://ap.rdcpix.com/d43b7a7439fc0ae97ca585d10107a339l-m3592979196s-w1024_h768.jpg,https://ap.rdcpix.com/d43b7a7439fc0ae97ca585d10107a339l-m671566967s-w1024_h768.jpg,https://ap.rdcpix.com/d43b7a7439fc0ae97ca585d10107a339l-m263791939s-w1024_h768.jpg,https://ap.rdcpix.com/d43b7a7439fc0ae97ca585d10107a339l-m2527826382s-w1024_h768.jpg
16,2928302336,42.708243,-73.753224,single_family,6 Burton Ln,Loudonville,New York,12211,3796,4.0,3.0,1.0,3.0,23087,1994,725000,725000,2021-04-19T13:32:47Z,2021-08-05,https://ap.rdcpix.com/b344ec579570095a2a69fe5ec602dc1el-m3357194300s-w1024_h768.jpg,https://ap.rdcpix.com/b344ec579570095a2a69fe5ec602dc1el-m3357194300s-w1024_h768.jpg,,,,
17,2922447210,42.701116,-73.757892,single_family,7 Chestnut Hill Rd S,Loudonville,New York,12211,2067,4.0,2.0,,2.0,24002,1958,359000,359000,2020-10-15T15:37:09Z,2021-08-05,https://ap.rdcpix.com/84ad2880f74f6bb2c23ff0aaac34279cl-m1550309440s-w1024_h768.jpg,https://ap.rdcpix.com/84ad2880f74f6bb2c23ff0aaac34279cl-m1550309440s-w1024_h768.jpg,https://ap.rdcpix.com/84ad2880f74f6bb2c23ff0aaac34279cl-m3441942047s-w1024_h768.jpg,https://ap.rdcpix.com/84ad2880f74f6bb2c23ff0aaac34279cl-m1550309440s-w1024_h768.jpg,https://ap.rdcpix.com/84ad2880f74f6bb2c23ff0aaac34279cl-m60878208s-w1024_h768.jpg,https://ap.rdcpix.com/84ad2880f74f6bb2c23ff0aaac34279cl-m3231124044s-w1024_h768.jpg
18,2930759462,42.80294,-73.7748,townhomes,15 Westchester Dr,Clifton Park,New York,12065,1237,2.0,1.0,1.0,1.0,2614,1981,199900,199900,2021-06-21T16:05:18Z,2021-08-05,https://ap.rdcpix.com/7994b9b9030623fe2dad343595d69635l-m2280536811s-w1024_h768.jpg,https://ap.rdcpix.com/7994b9b9030623fe2dad343595d69635l-m2280536811s-w1024_h768.jpg,https://ap.rdcpix.com/7994b9b9030623fe2dad343595d69635l-m1601469144s-w1024_h768.jpg,https://ap.rdcpix.com/7994b9b9030623fe2dad343595d69635l-m3938059406s-w1024_h768.jpg,https://ap.rdcpix.com/7994b9b9030623fe2dad343595d69635l-m4133651517s-w1024_h768.jpg,https://ap.rdcpix.com/7994b9b9030623fe2dad343595d69635l-m1025806451s-w1024_h768.jpg
19,2928766848,42.819644,-73.787809,townhomes,32 Willard Dr,Clifton Park,New York,12065,1287,3.0,1.0,1.0,1.0,3485,1973,194900,194900,2021-04-30T14:48:28Z,2021-08-04,https://ap.rdcpix.com/ac0c8f11f72b862981ae85127f6fc91dl-m1360041652s-w1024_h768.jpg,https://ap.rdcpix.com/ac0c8f11f72b862981ae85127f6fc91dl-m1360041652s-w1024_h768.jpg,https://ap.rdcpix.com/ac0c8f11f72b862981ae85127f6fc91dl-m1879317822s-w1024_h768.jpg,https://ap.rdcpix.com/ac0c8f11f72b862981ae85127f6fc91dl-m91324045s-w1024_h768.jpg,https://ap.rdcpix.com/ac0c8f11f72b862981ae85127f6fc91dl-m1467134761s-w1024_h768.jpg,https://ap.rdcpix.com/ac0c8f11f72b862981ae85127f6fc91dl-m2481191830s-w1024_h768.jpg
