,listing_id,lat,long,property_type,street_address,city,state,zip_code,square_feet,beds,full_baths,half_baths,garage,lot_size_sf,year_built,list_price,sold_price,list_date,sold_date,primary_phot_url,url_photo_1,url_photo_2,url_photo_3,url_photo_4,url_photo_5
0,2930086610,43.067579,-73.777265,single_family,8 Ward St,Saratoga Springs,New York,12866,1908,3,2,,2.0,23087,2001.0,599900,620000,2021-06-03T19:14:13Z,2021-08-10,https://ap.rdcpix.com/95d526b61a36c9266dda77d14a5dd7e3l-m909493543s-w1024_h768.jpg,https://ap.rdcpix.com/95d526b61a36c9266dda77d14a5dd7e3l-m909493543s-w1024_h768.jpg,https://ap.rdcpix.com/95d526b61a36c9266dda77d14a5dd7e3l-m1104606047s-w1024_h768.jpg,https://ap.rdcpix.com/95d526b61a36c9266dda77d14a5dd7e3l-m2506781558s-w1024_h768.jpg,https://ap.rdcpix.com/95d526b61a36c9266dda77d14a5dd7e3l-m1559432748s-w1024_h768.jpg,https://ap.rdcpix.com/95d526b61a36c9266dda77d14a5dd7e3l-m4292663534s-w1024_h768.jpg
1,2930487524,42.983493,-73.858617,single_family,16 Pine Grove Ave,Ballston Spa,New York,12020,1701,3,1,1.0,2.0,24394,1956.0,259900,270000,2021-06-14T10:35:42Z,2021-08-10,https://ap.rdcpix.com/0c9b16f75fa59a4aacbf676ceaf77f2fl-m415415274s-w1024_h768.jpg,https://ap.rdcpix.com/0c9b16f75fa59a4aacbf676ceaf77f2fl-m415415274s-w1024_h768.jpg,https://ap.rdcpix.com/0c9b16f75fa59a4aacbf676ceaf77f2fl-m56177584s-w1024_h768.jpg,https://ap.rdcpix.com/0c9b16f75fa59a4aacbf676ceaf77f2fl-m1148086605s-w1024_h768.jpg,https://ap.rdcpix.com/0c9b16f75fa59a4aacbf676ceaf77f2fl-m1049354715s-w1024_h768.jpg,https://ap.rdcpix.com/0c9b16f75fa59a4aacbf676ceaf77f2fl-m531780339s-w1024_h768.jpg
2,2922107253,42.926275,-73.826601,single_family,21 Tamarack St,Ballston Lake,New York,12019,2180,3,2,,2.0,11800,2020.0,379900,444825,2020-10-06T00:48:47Z,2021-08-09,https://ap.rdcpix.com/7b210a3e8570bc950295826e5651eabdl-m734514032s-w1024_h768.jpg,https://ap.rdcpix.com/7b210a3e8570bc950295826e5651eabdl-m734514032s-w1024_h768.jpg,https://ap.rdcpix.com/7b210a3e8570bc950295826e5651eabdl-m3836181308s-w1024_h768.jpg,https://ap.rdcpix.com/7b210a3e8570bc950295826e5651eabdl-m2295988084s-w1024_h768.jpg,,
3,2921174918,42.945711,-73.83798,single_family,21 Red Barn Dr,Ballston Lake,New York,12019,2185,3,2,1.0,2.0,20038,2019.0,424888,424888,2020-09-10T19:46:59Z,2021-08-09,https://ap.rdcpix.com/4604e2e541a0b43e3c1341c241fe7826l-m4121306230s-w1024_h768.jpg,https://ap.rdcpix.com/4604e2e541a0b43e3c1341c241fe7826l-m4121306230s-w1024_h768.jpg,,,,
4,2930348585,43.050557,-73.734031,single_family,4 Rose Ridge Ct,Saratoga Springs,New York,12866,4271,5,4,1.0,2.0,19602,2002.0,649900,781500,2021-06-10T13:23:29Z,2021-08-09,https://ap.rdcpix.com/44be7f5460938c1b111060d0826b145bl-m3246080533s-w1024_h768.jpg,https://ap.rdcpix.com/44be7f5460938c1b111060d0826b145bl-m3246080533s-w1024_h768.jpg,https://ap.rdcpix.com/44be7f5460938c1b111060d0826b145bl-m4153825743s-w1024_h768.jpg,https://ap.rdcpix.com/44be7f5460938c1b111060d0826b145bl-m2283071662s-w1024_h768.jpg,https://ap.rdcpix.com/44be7f5460938c1b111060d0826b145bl-m3637942832s-w1024_h768.jpg,https://ap.rdcpix.com/44be7f5460938c1b111060d0826b145bl-m3964350122s-w1024_h768.jpg
5,2929567174,42.998162,-73.991604,single_family,2632 Crane Rd,Galway,New York,12074,2124,3,2,,11.0,773190,1980.0,225000,195000,2021-05-21T14:53:23Z,2021-08-06,https://ap.rdcpix.com/ebf923cdf9b9b1da2e1d5943e252065cl-m222560096s-w1024_h768.jpg,https://ap.rdcpix.com/ebf923cdf9b9b1da2e1d5943e252065cl-m222560096s-w1024_h768.jpg,https://ap.rdcpix.com/ebf923cdf9b9b1da2e1d5943e252065cl-m3881232471s-w1024_h768.jpg,https://ap.rdcpix.com/ebf923cdf9b9b1da2e1d5943e252065cl-m2947131368s-w1024_h768.jpg,https://ap.rdcpix.com/ebf923cdf9b9b1da2e1d5943e252065cl-m2780580642s-w1024_h768.jpg,https://ap.rdcpix.com/ebf923cdf9b9b1da2e1d5943e252065cl-m1003727877s-w1024_h768.jpg
6,2930873462,43.001329,-73.821836,single_family,12 Olden Ct,Ballston Spa,New York,12020,2715,4,2,1.0,2.0,19166,2004.0,479900,531000,2021-06-23T20:06:32Z,2021-08-06,https://ap.rdcpix.com/413392ff4192e1ea06428f3d5c28c303l-m1060900724s-w1024_h768.jpg,https://ap.rdcpix.com/413392ff4192e1ea06428f3d5c28c303l-m1060900724s-w1024_h768.jpg,https://ap.rdcpix.com/413392ff4192e1ea06428f3d5c28c303l-m1403250530s-w1024_h768.jpg,https://ap.rdcpix.com/413392ff4192e1ea06428f3d5c28c303l-m3735888681s-w1024_h768.jpg,https://ap.rdcpix.com/413392ff4192e1ea06428f3d5c28c303l-m3010683637s-w1024_h768.jpg,https://ap.rdcpix.com/413392ff4192e1ea06428f3d5c28c303l-m4275091439s-w1024_h768.jpg
7,2928722382,43.064477,-73.80269,single_family,14 Newark St,Saratoga Springs,New York,12866,1300,1,1,1.0,2.0,16988,1943.0,265000,260000,2021-04-29T17:51:34Z,2021-08-06,https://ap.rdcpix.com/7df7b12e45b526e88826501f0a2f44f4l-m434329443s-w1024_h768.jpg,https://ap.rdcpix.com/7df7b12e45b526e88826501f0a2f44f4l-m434329443s-w1024_h768.jpg,https://ap.rdcpix.com/7df7b12e45b526e88826501f0a2f44f4l-m3514762678s-w1024_h768.jpg,https://ap.rdcpix.com/7df7b12e45b526e88826501f0a2f44f4l-m2511312078s-w1024_h768.jpg,https://ap.rdcpix.com/7df7b12e45b526e88826501f0a2f44f4l-m3810651167s-w1024_h768.jpg,https://ap.rdcpix.com/7df7b12e45b526e88826501f0a2f44f4l-m2721590040s-w1024_h768.jpg
8,2927186640,43.002564,-73.805517,single_family,8 Raspberry Dr,Malta,New York,12020,2276,4,3,1.0,2.0,29185,1978.0,355000,355000,2021-03-19T19:16:03Z,2021-08-06,https://ap.rdcpix.com/f3f20cef38e00d039dc7b82c0b33dd80l-m2300816950s-w1024_h768.jpg,https://ap.rdcpix.com/f3f20cef38e00d039dc7b82c0b33dd80l-m2300816950s-w1024_h768.jpg,https://ap.rdcpix.com/f3f20cef38e00d039dc7b82c0b33dd80l-m2117860784s-w1024_h768.jpg,https://ap.rdcpix.com/f3f20cef38e00d039dc7b82c0b33dd80l-m2409043573s-w1024_h768.jpg,https://ap.rdcpix.com/f3f20cef38e00d039dc7b82c0b33dd80l-m1228586367s-w1024_h768.jpg,https://ap.rdcpix.com/f3f20cef38e00d039dc7b82c0b33dd80l-m3188450111s-w1024_h768.jpg
9,2929161733,42.986724,-73.860476,single_family,507 Reita St,Ballston Spa,New York,12020,1767,4,2,,2.0,21344,1981.0,314900,293000,2021-05-11T16:42:47Z,2021-08-05,https://ap.rdcpix.com/560030587d707f650b11c8af787b232al-m2907488088s-w1024_h768.jpg,https://ap.rdcpix.com/560030587d707f650b11c8af787b232al-m2907488088s-w1024_h768.jpg,https://ap.rdcpix.com/560030587d707f650b11c8af787b232al-m2537512002s-w1024_h768.jpg,https://ap.rdcpix.com/560030587d707f650b11c8af787b232al-m2403826807s-w1024_h768.jpg,https://ap.rdcpix.com/560030587d707f650b11c8af787b232al-m1262864950s-w1024_h768.jpg,https://ap.rdcpix.com/560030587d707f650b11c8af787b232al-m1381774177s-w1024_h768.jpg
